"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 04:50:36","2022-03-01 05:00:36","92","60","2022-03-01 05:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:00:36","2022-03-01 05:10:36","108","70","2022-03-01 05:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 05:00:36","2022-03-01 05:10:36","1300","1444","2022-03-01 05:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:10:36","2022-03-01 05:20:39","118","71","2022-03-01 05:20:39"
"2","계동길 69","계동교회 앞","2022-03-01 05:10:36","2022-03-01 05:20:39","1472","1563","2022-03-01 05:20:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:20:39","2022-03-01 05:30:36","127","75","2022-03-01 05:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 05:20:39","2022-03-01 05:30:36","1685","1622","2022-03-01 05:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:30:36","2022-03-01 05:40:36","127","75","2022-03-01 05:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 05:30:36","2022-03-01 05:40:36","1822","1689","2022-03-01 05:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:40:36","2022-03-01 05:50:36","135","77","2022-03-01 05:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 05:40:36","2022-03-01 05:50:36","1884","1782","2022-03-01 05:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 05:50:36","2022-03-01 06:00:36","144","79","2022-03-01 06:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 05:50:36","2022-03-01 06:00:36","2181","1997","2022-03-01 06:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 06:00:36","2022-03-01 06:10:39","2291","2100","2022-03-01 06:10:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:00:36","2022-03-01 06:10:39","144","79","2022-03-01 06:10:39"
"2","계동길 69","계동교회 앞","2022-03-01 06:10:39","2022-03-01 06:20:36","2375","2199","2022-03-01 06:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:10:39","2022-03-01 06:20:36","156","85","2022-03-01 06:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:20:36","2022-03-01 06:30:36","157","86","2022-03-01 06:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 06:20:36","2022-03-01 06:30:36","2465","2312","2022-03-01 06:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 06:30:36","2022-03-01 06:40:36","2626","2404","2022-03-01 06:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:30:36","2022-03-01 06:40:36","175","92","2022-03-01 06:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 06:40:36","2022-03-01 06:50:36","2875","2539","2022-03-01 06:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:40:36","2022-03-01 06:50:36","190","95","2022-03-01 06:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 06:50:36","2022-03-01 07:00:39","3134","2726","2022-03-01 07:00:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 06:50:36","2022-03-01 07:00:39","192","98","2022-03-01 07:00:39"
"2","계동길 69","계동교회 앞","2022-03-01 07:00:39","2022-03-01 07:10:36","3374","2908","2022-03-01 07:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:00:39","2022-03-01 07:10:36","198","102","2022-03-01 07:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 07:10:36","2022-03-01 07:20:36","3464","2966","2022-03-01 07:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:10:36","2022-03-01 07:20:36","214","110","2022-03-01 07:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 07:20:36","2022-03-01 07:30:36","3506","3012","2022-03-01 07:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:20:36","2022-03-01 07:30:36","218","110","2022-03-01 07:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 07:30:36","2022-03-01 07:40:36","3669","3147","2022-03-01 07:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:30:36","2022-03-01 07:40:36","224","111","2022-03-01 07:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 07:40:36","2022-03-01 07:50:39","3963","3380","2022-03-01 07:50:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:40:36","2022-03-01 07:50:39","244","120","2022-03-01 07:50:39"
"2","계동길 69","계동교회 앞","2022-03-01 07:50:39","2022-03-01 08:00:36","4361","3700","2022-03-01 08:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 07:50:39","2022-03-01 08:00:36","254","122","2022-03-01 08:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 08:00:36","2022-03-01 08:10:36","4677","3969","2022-03-01 08:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:00:36","2022-03-01 08:10:36","275","133","2022-03-01 08:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:10:36","2022-03-01 08:20:36","280","137","2022-03-01 08:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 08:10:36","2022-03-01 08:20:36","5014","4266","2022-03-01 08:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 08:20:36","2022-03-01 08:30:36","5460","4582","2022-03-01 08:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:20:36","2022-03-01 08:30:36","292","137","2022-03-01 08:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 08:30:36","2022-03-01 08:40:39","5708","4903","2022-03-01 08:40:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:30:36","2022-03-01 08:40:39","294","140","2022-03-01 08:40:39"
"2","계동길 69","계동교회 앞","2022-03-01 08:40:39","2022-03-01 08:50:36","6027","5193","2022-03-01 08:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:40:39","2022-03-01 08:50:36","315","155","2022-03-01 08:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 08:50:36","2022-03-01 09:00:36","6288","5474","2022-03-01 09:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 08:50:36","2022-03-01 09:00:36","322","158","2022-03-01 09:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 09:00:36","2022-03-01 09:10:36","6643","5823","2022-03-01 09:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:00:36","2022-03-01 09:10:36","327","160","2022-03-01 09:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:10:36","2022-03-01 09:20:36","338","168","2022-03-01 09:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 09:10:36","2022-03-01 09:20:36","7061","6111","2022-03-01 09:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 09:20:36","2022-03-01 09:30:39","7468","6387","2022-03-01 09:30:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:20:36","2022-03-01 09:30:39","365","177","2022-03-01 09:30:39"
"2","계동길 69","계동교회 앞","2022-03-01 09:30:39","2022-03-01 09:40:36","7873","6763","2022-03-01 09:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:30:39","2022-03-01 09:40:36","384","183","2022-03-01 09:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:40:36","2022-03-01 09:50:36","413","194","2022-03-01 09:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 09:40:36","2022-03-01 09:50:36","8302","7153","2022-03-01 09:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 09:50:36","2022-03-01 10:00:36","8713","7517","2022-03-01 10:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 09:50:36","2022-03-01 10:00:36","431","201","2022-03-01 10:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 10:00:36","2022-03-01 10:10:36","9178","7882","2022-03-01 10:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:00:36","2022-03-01 10:10:36","454","216","2022-03-01 10:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 10:10:36","2022-03-01 10:20:39","9629","8288","2022-03-01 10:20:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:10:36","2022-03-01 10:20:39","465","236","2022-03-01 10:20:39"
"2","계동길 69","계동교회 앞","2022-03-01 10:20:39","2022-03-01 10:30:36","10147","8771","2022-03-01 10:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:20:39","2022-03-01 10:30:36","500","259","2022-03-01 10:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 10:30:36","2022-03-01 10:40:36","10385","9040","2022-03-01 10:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:30:36","2022-03-01 10:40:36","504","262","2022-03-01 10:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 10:40:36","2022-03-01 10:50:36","10629","9293","2022-03-01 10:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:40:36","2022-03-01 10:50:36","529","271","2022-03-01 10:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 10:50:36","2022-03-01 11:00:36","577","290","2022-03-01 11:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 10:50:36","2022-03-01 11:00:36","10975","9600","2022-03-01 11:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 11:00:36","2022-03-01 11:10:39","11378","9992","2022-03-01 11:10:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:00:36","2022-03-01 11:10:39","607","306","2022-03-01 11:10:39"
"2","계동길 69","계동교회 앞","2022-03-01 11:10:39","2022-03-01 11:20:36","11821","10384","2022-03-01 11:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:10:39","2022-03-01 11:20:36","645","315","2022-03-01 11:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 11:20:36","2022-03-01 11:30:36","12281","10889","2022-03-01 11:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:20:36","2022-03-01 11:30:36","665","321","2022-03-01 11:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 11:30:36","2022-03-01 11:40:36","12789","11365","2022-03-01 11:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:30:36","2022-03-01 11:40:36","686","340","2022-03-01 11:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 11:40:36","2022-03-01 11:50:36","13257","11778","2022-03-01 11:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:40:36","2022-03-01 11:50:36","752","348","2022-03-01 11:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 11:50:36","2022-03-01 12:00:39","13667","12111","2022-03-01 12:00:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 11:50:36","2022-03-01 12:00:39","815","371","2022-03-01 12:00:39"
"2","계동길 69","계동교회 앞","2022-03-01 12:00:39","2022-03-01 12:10:36","14202","12549","2022-03-01 12:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:00:39","2022-03-01 12:10:36","886","406","2022-03-01 12:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 12:10:36","2022-03-01 12:20:36","14713","12921","2022-03-01 12:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:10:36","2022-03-01 12:20:36","945","428","2022-03-01 12:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 12:20:36","2022-03-01 12:30:36","15245","13393","2022-03-01 12:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:20:36","2022-03-01 12:30:36","987","443","2022-03-01 12:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 12:30:36","2022-03-01 12:40:36","15762","13789","2022-03-01 12:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:30:36","2022-03-01 12:40:36","1067","483","2022-03-01 12:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 12:40:36","2022-03-01 12:50:39","16291","14348","2022-03-01 12:50:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:40:36","2022-03-01 12:50:39","1102","531","2022-03-01 12:50:39"
"2","계동길 69","계동교회 앞","2022-03-01 12:50:39","2022-03-01 13:00:36","16682","14761","2022-03-01 13:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 12:50:39","2022-03-01 13:00:36","1158","558","2022-03-01 13:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 13:00:36","2022-03-01 13:10:36","17147","15153","2022-03-01 13:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:00:36","2022-03-01 13:10:36","1209","592","2022-03-01 13:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 13:10:36","2022-03-01 13:20:36","17650","15574","2022-03-01 13:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:10:36","2022-03-01 13:20:36","1274","623","2022-03-01 13:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 13:20:36","2022-03-01 13:30:36","18105","15962","2022-03-01 13:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:20:36","2022-03-01 13:30:36","1385","673","2022-03-01 13:30:36"
"2","계동길 69","계동교회 앞","2022-03-01 13:30:36","2022-03-01 13:40:39","18583","16419","2022-03-01 13:40:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:30:36","2022-03-01 13:40:39","1451","708","2022-03-01 13:40:39"
"2","계동길 69","계동교회 앞","2022-03-01 13:40:39","2022-03-01 13:50:36","19032","16781","2022-03-01 13:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:40:39","2022-03-01 13:50:36","1520","740","2022-03-01 13:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 13:50:36","2022-03-01 14:00:36","19509","17275","2022-03-01 14:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 13:50:36","2022-03-01 14:00:36","1588","793","2022-03-01 14:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 14:00:36","2022-03-01 14:10:36","20124","17801","2022-03-01 14:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:00:36","2022-03-01 14:10:36","1653","863","2022-03-01 14:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 14:10:36","2022-03-01 14:20:36","20691","18188","2022-03-01 14:20:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:10:36","2022-03-01 14:20:36","1769","929","2022-03-01 14:20:36"
"2","계동길 69","계동교회 앞","2022-03-01 14:20:36","2022-03-01 14:30:39","21181","18676","2022-03-01 14:30:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:20:36","2022-03-01 14:30:39","1845","1009","2022-03-01 14:30:39"
"2","계동길 69","계동교회 앞","2022-03-01 14:30:39","2022-03-01 14:40:36","21703","19079","2022-03-01 14:40:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:30:39","2022-03-01 14:40:36","1928","1058","2022-03-01 14:40:36"
"2","계동길 69","계동교회 앞","2022-03-01 14:40:36","2022-03-01 14:50:36","22112","19459","2022-03-01 14:50:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:40:36","2022-03-01 14:50:36","2038","1146","2022-03-01 14:50:36"
"2","계동길 69","계동교회 앞","2022-03-01 14:50:36","2022-03-01 15:00:36","22498","19878","2022-03-01 15:00:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 14:50:36","2022-03-01 15:00:36","2138","1231","2022-03-01 15:00:36"
"2","계동길 69","계동교회 앞","2022-03-01 15:00:36","2022-03-01 15:10:36","22959","20324","2022-03-01 15:10:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:00:36","2022-03-01 15:10:36","2228","1323","2022-03-01 15:10:36"
"2","계동길 69","계동교회 앞","2022-03-01 15:10:36","2022-03-01 15:20:39","23431","20782","2022-03-01 15:20:39"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:10:36","2022-03-01 15:20:39","2333","1425","2022-03-01 15:20:39"
"2","계동길 69","계동교회 앞","2022-03-01 15:20:39","2022-03-01 15:30:36","23771","21145","2022-03-01 15:30:36"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:20:39","2022-03-01 15:30:37","2465","1535","2022-03-01 15:30:37"
"2","계동길 69","계동교회 앞","2022-03-01 15:30:37","2022-03-01 15:40:37","24094","21491","2022-03-01 15:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:30:37","2022-03-01 15:40:37","2626","1639","2022-03-01 15:40:37"
"2","계동길 69","계동교회 앞","2022-03-01 15:40:37","2022-03-01 15:50:37","24375","21787","2022-03-01 15:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:40:37","2022-03-01 15:50:37","2732","1729","2022-03-01 15:50:37"
"2","계동길 69","계동교회 앞","2022-03-01 15:50:37","2022-03-01 16:00:37","24678","22107","2022-03-01 16:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 15:50:37","2022-03-01 16:00:37","2847","1817","2022-03-01 16:00:37"
"2","계동길 69","계동교회 앞","2022-03-01 16:00:37","2022-03-01 16:10:40","24934","22399","2022-03-01 16:10:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:00:37","2022-03-01 16:10:40","2934","1935","2022-03-01 16:10:40"
"2","계동길 69","계동교회 앞","2022-03-01 16:10:40","2022-03-01 16:20:37","25139","22714","2022-03-01 16:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:10:40","2022-03-01 16:20:37","3084","2058","2022-03-01 16:20:37"
"2","계동길 69","계동교회 앞","2022-03-01 16:20:37","2022-03-01 16:30:37","25330","22929","2022-03-01 16:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:20:37","2022-03-01 16:30:37","3235","2211","2022-03-01 16:30:37"
"2","계동길 69","계동교회 앞","2022-03-01 16:30:37","2022-03-01 16:40:37","25533","23199","2022-03-01 16:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:30:37","2022-03-01 16:40:37","3353","2355","2022-03-01 16:40:37"
"2","계동길 69","계동교회 앞","2022-03-01 16:40:37","2022-03-01 16:50:37","25704","23411","2022-03-01 16:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:40:37","2022-03-01 16:50:37","3485","2508","2022-03-01 16:50:37"
"2","계동길 69","계동교회 앞","2022-03-01 16:50:37","2022-03-01 17:00:40","25880","23610","2022-03-01 17:00:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 16:50:37","2022-03-01 17:00:40","3579","2628","2022-03-01 17:00:40"
"2","계동길 69","계동교회 앞","2022-03-01 17:00:40","2022-03-01 17:10:37","26036","23806","2022-03-01 17:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:00:40","2022-03-01 17:10:37","3667","2748","2022-03-01 17:10:37"
"2","계동길 69","계동교회 앞","2022-03-01 17:10:37","2022-03-01 17:20:37","26207","24011","2022-03-01 17:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:10:37","2022-03-01 17:20:37","3746","2860","2022-03-01 17:20:37"
"2","계동길 69","계동교회 앞","2022-03-01 17:20:37","2022-03-01 17:30:37","26356","24184","2022-03-01 17:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:20:37","2022-03-01 17:30:37","3853","2949","2022-03-01 17:30:37"
"2","계동길 69","계동교회 앞","2022-03-01 17:30:37","2022-03-01 17:40:37","26544","24435","2022-03-01 17:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:30:37","2022-03-01 17:40:37","3893","3038","2022-03-01 17:40:37"
"2","계동길 69","계동교회 앞","2022-03-01 17:40:37","2022-03-01 17:50:40","26748","24638","2022-03-01 17:50:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:40:37","2022-03-01 17:50:40","3961","3132","2022-03-01 17:50:40"
"2","계동길 69","계동교회 앞","2022-03-01 17:50:40","2022-03-01 18:00:37","26915","24913","2022-03-01 18:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-01 17:50:40","2022-03-01 18:00:37","4013","3214","2022-03-01 18:00:37"
