"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"2","계동길 69","계동교회 앞","2022-09-01 05:10:40","2022-09-01 05:20:40","247","1135","2022-09-01 05:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 05:20:40","2022-09-01 05:30:40","258","1205","2022-09-01 05:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 05:30:40","2022-09-01 05:40:40","266","1272","2022-09-01 05:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 05:40:40","2022-09-01 05:50:40","271","1335","2022-09-01 05:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 05:50:40","2022-09-01 06:00:40","292","1406","2022-09-01 06:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:00:40","2022-09-01 06:10:40","382","1518","2022-09-01 06:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:10:40","2022-09-01 06:20:40","512","1659","2022-09-01 06:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:20:40","2022-09-01 06:30:40","642","1850","2022-09-01 06:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:30:40","2022-09-01 06:40:40","819","2115","2022-09-01 06:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:40:40","2022-09-01 06:50:40","948","2297","2022-09-01 06:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 06:50:40","2022-09-01 07:00:40","1038","2437","2022-09-01 07:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:00:40","2022-09-01 07:10:40","1202","2638","2022-09-01 07:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:10:40","2022-09-01 07:20:40","1449","2881","2022-09-01 07:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:20:40","2022-09-01 07:30:40","2012","3373","2022-09-01 07:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:30:40","2022-09-01 07:40:40","2466","3860","2022-09-01 07:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:40:40","2022-09-01 07:50:40","2954","4217","2022-09-01 07:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 07:50:40","2022-09-01 08:00:40","3618","4390","2022-09-01 08:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:00:40","2022-09-01 08:10:40","4101","4521","2022-09-01 08:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:10:40","2022-09-01 08:20:40","4185","4612","2022-09-01 08:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:20:40","2022-09-01 08:30:40","4217","4699","2022-09-01 08:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:30:40","2022-09-01 08:40:40","4319","4844","2022-09-01 08:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:40:40","2022-09-01 08:50:40","4409","5024","2022-09-01 08:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 08:50:40","2022-09-01 09:00:40","4470","5166","2022-09-01 09:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:00:40","2022-09-01 09:10:40","4511","5304","2022-09-01 09:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:10:40","2022-09-01 09:20:40","4562","5425","2022-09-01 09:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:20:40","2022-09-01 09:30:40","4600","5526","2022-09-01 09:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:30:40","2022-09-01 09:40:40","4640","5650","2022-09-01 09:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:40:40","2022-09-01 09:50:40","4678","5784","2022-09-01 09:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 09:50:40","2022-09-01 10:00:40","4766","5952","2022-09-01 10:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:00:40","2022-09-01 10:10:40","4866","6126","2022-09-01 10:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:10:40","2022-09-01 10:20:40","4975","6293","2022-09-01 10:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:20:40","2022-09-01 10:30:40","5057","6474","2022-09-01 10:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:30:40","2022-09-01 10:40:40","5109","6594","2022-09-01 10:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:40:40","2022-09-01 10:50:40","5147","6691","2022-09-01 10:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 10:50:40","2022-09-01 11:00:40","5204","6770","2022-09-01 11:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:00:40","2022-09-01 11:10:40","5258","6865","2022-09-01 11:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:10:40","2022-09-01 11:20:40","5317","6988","2022-09-01 11:20:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:20:40","2022-09-01 11:30:40","5428","7138","2022-09-01 11:30:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:30:40","2022-09-01 11:40:40","5561","7364","2022-09-01 11:40:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:40:40","2022-09-01 11:50:40","5758","7592","2022-09-01 11:50:40"
"2","계동길 69","계동교회 앞","2022-09-01 11:50:40","2022-09-01 12:00:40","5857","7748","2022-09-01 12:00:40"
"2","계동길 69","계동교회 앞","2022-09-01 12:00:40","2022-09-01 12:10:40","6038","7992","2022-09-01 12:10:40"
"2","계동길 69","계동교회 앞","2022-09-01 12:10:40","2022-09-01 12:20:41","6228","8278","2022-09-01 12:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 12:20:41","2022-09-01 12:30:41","6478","8542","2022-09-01 12:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 12:30:41","2022-09-01 12:40:41","6713","8894","2022-09-01 12:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 12:40:41","2022-09-01 12:50:41","6956","9224","2022-09-01 12:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 12:50:41","2022-09-01 13:00:41","7135","9465","2022-09-01 13:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:00:41","2022-09-01 13:10:41","7339","9786","2022-09-01 13:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:10:41","2022-09-01 13:20:41","7508","10018","2022-09-01 13:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:20:41","2022-09-01 13:30:41","7643","10275","2022-09-01 13:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:30:41","2022-09-01 13:40:41","7798","10469","2022-09-01 13:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:40:41","2022-09-01 13:50:41","7982","10687","2022-09-01 13:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 13:50:41","2022-09-01 14:00:41","8137","10898","2022-09-01 14:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:00:41","2022-09-01 14:10:41","8304","11085","2022-09-01 14:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:10:41","2022-09-01 14:20:41","8458","11297","2022-09-01 14:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:20:41","2022-09-01 14:30:41","8591","11487","2022-09-01 14:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:30:41","2022-09-01 14:40:41","8750","11650","2022-09-01 14:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:40:41","2022-09-01 14:50:41","8883","11842","2022-09-01 14:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 14:50:41","2022-09-01 15:00:41","9017","12001","2022-09-01 15:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:00:41","2022-09-01 15:10:41","9126","12184","2022-09-01 15:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:10:41","2022-09-01 15:20:41","9277","12320","2022-09-01 15:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:20:41","2022-09-01 15:30:41","9393","12452","2022-09-01 15:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:30:41","2022-09-01 15:40:41","9505","12606","2022-09-01 15:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:40:41","2022-09-01 15:50:41","9619","12731","2022-09-01 15:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 15:50:41","2022-09-01 16:00:41","9678","12840","2022-09-01 16:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:00:41","2022-09-01 16:10:41","9731","13083","2022-09-01 16:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:10:41","2022-09-01 16:20:41","9775","13505","2022-09-01 16:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:20:41","2022-09-01 16:30:41","9863","13825","2022-09-01 16:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:30:41","2022-09-01 16:40:41","9915","13968","2022-09-01 16:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:40:41","2022-09-01 16:50:41","9978","14136","2022-09-01 16:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 16:50:41","2022-09-01 17:00:41","10056","14256","2022-09-01 17:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:00:41","2022-09-01 17:10:41","10128","14422","2022-09-01 17:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:10:41","2022-09-01 17:20:41","10201","14595","2022-09-01 17:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:20:41","2022-09-01 17:30:41","10261","14758","2022-09-01 17:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:30:41","2022-09-01 17:40:41","10313","14915","2022-09-01 17:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:40:41","2022-09-01 17:50:41","10403","15089","2022-09-01 17:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 17:50:41","2022-09-01 18:00:41","10487","15217","2022-09-01 18:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:00:41","2022-09-01 18:10:41","10565","15397","2022-09-01 18:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:10:41","2022-09-01 18:20:41","10645","15584","2022-09-01 18:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:20:41","2022-09-01 18:30:41","10744","15779","2022-09-01 18:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:30:41","2022-09-01 18:40:41","10837","15976","2022-09-01 18:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:40:41","2022-09-01 18:50:41","10983","16187","2022-09-01 18:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 18:50:41","2022-09-01 19:00:41","11088","16329","2022-09-01 19:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:00:41","2022-09-01 19:10:41","11208","16520","2022-09-01 19:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:10:41","2022-09-01 19:20:41","11298","16640","2022-09-01 19:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:20:41","2022-09-01 19:30:41","11377","16751","2022-09-01 19:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:30:41","2022-09-01 19:40:41","11429","16832","2022-09-01 19:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:40:41","2022-09-01 19:50:41","11513","16925","2022-09-01 19:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 19:50:41","2022-09-01 20:00:41","11581","16996","2022-09-01 20:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 20:00:41","2022-09-01 20:10:41","11646","17100","2022-09-01 20:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 20:10:41","2022-09-01 20:20:42","11679","17199","2022-09-01 20:20:42"
"2","계동길 69","계동교회 앞","2022-09-01 20:20:42","2022-09-01 20:30:41","11722","17283","2022-09-01 20:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 20:30:41","2022-09-01 20:40:41","11752","17383","2022-09-01 20:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 20:40:41","2022-09-01 20:50:41","11788","17457","2022-09-01 20:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 20:50:41","2022-09-01 21:00:41","11832","17512","2022-09-01 21:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:00:41","2022-09-01 21:10:41","11864","17573","2022-09-01 21:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:10:41","2022-09-01 21:20:41","11883","17641","2022-09-01 21:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:20:41","2022-09-01 21:30:41","11931","17736","2022-09-01 21:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:30:41","2022-09-01 21:40:41","11950","17813","2022-09-01 21:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:40:41","2022-09-01 21:50:41","11979","17887","2022-09-01 21:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 21:50:41","2022-09-01 22:00:41","11990","17920","2022-09-01 22:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:00:41","2022-09-01 22:10:41","12014","18005","2022-09-01 22:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:10:41","2022-09-01 22:20:41","12028","18062","2022-09-01 22:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:20:41","2022-09-01 22:30:41","12054","18117","2022-09-01 22:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:30:41","2022-09-01 22:40:41","12084","18168","2022-09-01 22:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:40:41","2022-09-01 22:50:41","12103","18274","2022-09-01 22:50:41"
"2","계동길 69","계동교회 앞","2022-09-01 22:50:41","2022-09-01 23:00:41","12120","18303","2022-09-01 23:00:41"
"2","계동길 69","계동교회 앞","2022-09-01 23:00:41","2022-09-01 23:10:41","12132","18357","2022-09-01 23:10:41"
"2","계동길 69","계동교회 앞","2022-09-01 23:10:41","2022-09-01 23:20:41","12153","18397","2022-09-01 23:20:41"
"2","계동길 69","계동교회 앞","2022-09-01 23:20:41","2022-09-01 23:30:41","12164","18434","2022-09-01 23:30:41"
"2","계동길 69","계동교회 앞","2022-09-01 23:30:41","2022-09-01 23:40:41","12170","18478","2022-09-01 23:40:41"
"2","계동길 69","계동교회 앞","2022-09-01 23:40:41","2022-09-01 23:50:41","12183","18525","2022-09-01 23:50:41"
"2","계동길 69","계동교회 앞","2022-09-02 00:00:38","2022-09-02 00:10:39","6","27","2022-09-02 00:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 00:10:39","2022-09-02 00:20:38","12","72","2022-09-02 00:20:38"
"2","계동길 69","계동교회 앞","2022-09-02 00:20:38","2022-09-02 00:30:38","24","110","2022-09-02 00:30:38"
"2","계동길 69","계동교회 앞","2022-09-02 00:30:38","2022-09-02 00:40:38","28","141","2022-09-02 00:40:38"
"2","계동길 69","계동교회 앞","2022-09-02 00:40:38","2022-09-02 00:50:38","40","190","2022-09-02 00:50:38"
"2","계동길 69","계동교회 앞","2022-09-02 00:50:38","2022-09-02 01:00:38","53","231","2022-09-02 01:00:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:00:38","2022-09-02 01:10:38","55","264","2022-09-02 01:10:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:10:38","2022-09-02 01:20:38","64","316","2022-09-02 01:20:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:20:38","2022-09-02 01:30:38","66","338","2022-09-02 01:30:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:30:38","2022-09-02 01:40:38","70","378","2022-09-02 01:40:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:40:38","2022-09-02 01:50:38","72","414","2022-09-02 01:50:38"
"2","계동길 69","계동교회 앞","2022-09-02 01:50:38","2022-09-02 02:00:38","81","460","2022-09-02 02:00:38"
"2","계동길 69","계동교회 앞","2022-09-02 02:00:38","2022-09-02 02:10:38","81","511","2022-09-02 02:10:38"
"2","계동길 69","계동교회 앞","2022-09-02 02:10:38","2022-09-02 02:20:38","83","554","2022-09-02 02:20:38"
"2","계동길 69","계동교회 앞","2022-09-02 02:20:39","2022-09-02 02:30:39","88","580","2022-09-02 02:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 02:30:39","2022-09-02 02:40:39","99","639","2022-09-02 02:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 02:40:39","2022-09-02 02:50:39","115","696","2022-09-02 02:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 02:50:39","2022-09-02 03:00:39","118","729","2022-09-02 03:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:00:39","2022-09-02 03:10:39","121","770","2022-09-02 03:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:10:39","2022-09-02 03:20:39","125","807","2022-09-02 03:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:20:39","2022-09-02 03:30:39","126","821","2022-09-02 03:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:30:39","2022-09-02 03:40:39","136","860","2022-09-02 03:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:40:39","2022-09-02 03:50:39","143","926","2022-09-02 03:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 03:50:39","2022-09-02 04:00:39","147","962","2022-09-02 04:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:00:39","2022-09-02 04:10:39","153","987","2022-09-02 04:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:10:39","2022-09-02 04:20:39","159","1013","2022-09-02 04:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:20:39","2022-09-02 04:30:39","163","1037","2022-09-02 04:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:30:39","2022-09-02 04:40:39","164","1057","2022-09-02 04:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:40:39","2022-09-02 04:50:39","175","1115","2022-09-02 04:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 04:50:39","2022-09-02 05:00:39","181","1166","2022-09-02 05:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:00:39","2022-09-02 05:10:39","188","1226","2022-09-02 05:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:10:39","2022-09-02 05:20:39","198","1281","2022-09-02 05:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:20:39","2022-09-02 05:30:39","207","1338","2022-09-02 05:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:30:39","2022-09-02 05:40:39","211","1383","2022-09-02 05:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:40:39","2022-09-02 05:50:39","214","1435","2022-09-02 05:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 05:50:39","2022-09-02 06:00:39","224","1507","2022-09-02 06:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:00:39","2022-09-02 06:10:39","255","1580","2022-09-02 06:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:10:39","2022-09-02 06:20:39","462","1829","2022-09-02 06:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:20:39","2022-09-02 06:30:39","638","2052","2022-09-02 06:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:30:39","2022-09-02 06:40:39","807","2249","2022-09-02 06:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:40:39","2022-09-02 06:50:39","934","2445","2022-09-02 06:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 06:50:39","2022-09-02 07:00:39","1072","2692","2022-09-02 07:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:00:39","2022-09-02 07:10:39","1268","3006","2022-09-02 07:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:10:39","2022-09-02 07:20:39","1423","3239","2022-09-02 07:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:20:39","2022-09-02 07:30:39","1837","3651","2022-09-02 07:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:30:39","2022-09-02 07:40:39","2288","3978","2022-09-02 07:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:40:39","2022-09-02 07:50:39","2771","4268","2022-09-02 07:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 07:50:39","2022-09-02 08:00:39","3376","4420","2022-09-02 08:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:00:39","2022-09-02 08:10:39","3713","4512","2022-09-02 08:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:10:39","2022-09-02 08:20:39","3773","4575","2022-09-02 08:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:20:39","2022-09-02 08:30:39","3799","4645","2022-09-02 08:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:30:39","2022-09-02 08:40:39","3819","4744","2022-09-02 08:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:40:39","2022-09-02 08:50:39","3839","4817","2022-09-02 08:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 08:50:39","2022-09-02 09:00:40","3856","4886","2022-09-02 09:00:40"
"2","계동길 69","계동교회 앞","2022-09-02 09:00:40","2022-09-02 09:10:39","3871","4962","2022-09-02 09:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 09:10:39","2022-09-02 09:20:39","3895","5010","2022-09-02 09:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 09:20:39","2022-09-02 09:30:39","3916","5090","2022-09-02 09:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 09:30:39","2022-09-02 09:40:39","3932","5144","2022-09-02 09:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 09:40:39","2022-09-02 09:50:39","3956","5197","2022-09-02 09:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 09:50:39","2022-09-02 10:00:39","3986","5245","2022-09-02 10:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:00:39","2022-09-02 10:10:39","4018","5312","2022-09-02 10:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:10:39","2022-09-02 10:20:39","4055","5402","2022-09-02 10:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:20:39","2022-09-02 10:30:39","4103","5486","2022-09-02 10:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:30:39","2022-09-02 10:40:39","4126","5555","2022-09-02 10:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:40:39","2022-09-02 10:50:39","4152","5584","2022-09-02 10:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 10:50:39","2022-09-02 11:00:39","4181","5653","2022-09-02 11:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:00:39","2022-09-02 11:10:39","4225","5732","2022-09-02 11:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:10:39","2022-09-02 11:20:39","4306","5848","2022-09-02 11:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:20:39","2022-09-02 11:30:39","4354","5903","2022-09-02 11:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:30:39","2022-09-02 11:40:39","4518","6115","2022-09-02 11:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:40:39","2022-09-02 11:50:39","4668","6299","2022-09-02 11:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 11:50:39","2022-09-02 12:00:39","4867","6520","2022-09-02 12:00:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:00:39","2022-09-02 12:10:39","5081","6789","2022-09-02 12:10:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:10:39","2022-09-02 12:20:39","5305","7036","2022-09-02 12:20:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:20:39","2022-09-02 12:30:39","5507","7304","2022-09-02 12:30:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:30:39","2022-09-02 12:40:39","5695","7608","2022-09-02 12:40:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:40:39","2022-09-02 12:50:39","5885","7907","2022-09-02 12:50:39"
"2","계동길 69","계동교회 앞","2022-09-02 12:50:39","2022-09-02 13:00:39","6100","8199","2022-09-02 13:00:39"
